Order|Family (Scientific)|Family (English)|Genus|Species (Scientific)|Authority|Species (English)|Breeding Range|Breeding Range-Subregion(s)|Nonbreeding Range
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Rallus|indicus|Blyth, 1849|Brown-cheeked Rail|PAL|e Siberia to Japan|Nepal to se Asia and Borneo (rare)
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Rallus|caerulescens|Gmelin, JF, 1789|African Rail|AF|e, sc, se, s|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Rallus|madagascariensis|Verreaux, J, 1833|Madagascar Rail|AF|e Madagascar|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Crecopsis|egregia|(Peters, W, 1854)|African Crake|AF|widespread|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Rougetius|rougetii|(Guérin-Méneville, 1843)|Rouget's Rail|AF|montane Eritrea and Ethiopia|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Dryolimnas|cuvieri|(Pucheran, 1845)|White-throated Rail|AF, IO|Malagasy region; Aldabra group (sw Seychelles), Madagascar and Mauritius (c Mascarenes)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Dryolimnas|augusti ††|Mourer-Chauviré, Bour, Ribes & Moutou, 1999|Reunion Rail|IO|Réunion (Mascarenes)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Crex|crex|(Linnaeus, 1758)|Corn Crake|PAL|Europe to c Siberia and nw China|s AF
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Aramidopsis|plateni|(Blasius, W, 1886)|Snoring Rail|AU|Sulawesi|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Lewinia|striata|(Linnaeus, 1766)|Slaty-breasted Rail|OR, AU|widespread|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Lewinia|mirifica|(Parkes & Amadon, 1959)|Brown-banded Rail|OR|montane Luzon (Philippines)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Lewinia|pectoralis|(Temminck, 1831)|Lewin's Rail|AU|c Lesser Sundas, New Guinea and e Australia|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Lewinia|muelleri|(Rothschild, 1893)|Auckland Rail|AU|Adams and Disappointment is. (Auckland Is., s of South I., New Zealand)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Diaphorapteryx ††|hawkinsi ††|(Forbes, HO, 1892)|Hawkins's Rail|AU|Chatham Is. (e of South I., New Zealand)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Aptenorallus|calayanensis|(Allen, D, Oliveros, Española, Broad & Gonzalez, 2004)|Calayan Rail|OR|Calayan (far n Philippines)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Habroptila|wallacii|Gray, GR, 1861|Invisible Rail|AU|Halmahera (n Moluccas)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Gallirallus|australis|(Sparrman, 1786)|Weka|AU|North, South, Stewart and satellites (New Zealand)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Eulabeornis|castaneoventris|Gould, 1844|Chestnut Rail|AU|Aru Is. (sw of New Guinea) and coastal n Australia|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Cabalus|lafresnayanus|(Verreaux, J & des Murs, 1860)|New Caledonian Rail|AU|Grande Terre (New Caledonia; perhaps extinct)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Cabalus|modestus †|(Hutton, FW, 1872)|Chatham Rail|AU|Chatham Is.|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Hypotaenidia|okinawae|(Yamashina & Mano, 1981)|Okinawa Rail|PAL|n Okinawa (Ryukyu Is., Japan)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Hypotaenidia|torquata|(Linnaeus, 1766)|Barred Rail|AU|Philippines, islets off Sabah (Malaysia), Sulawesi and satellites and w New Guinea|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Hypotaenidia|philippensis|(Linnaeus, 1766)|Buff-banded Rail|AU, PO|widespread, also Philippines|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Hypotaenidia|owstoni|Rothschild, 1895|Guam Rail|PO|Guam (s Mariana Is., extinct in the wild); reintroduced Rota (s Northern Mariana Is., w Micronesia) and Cocos I. (s of Guam)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Hypotaenidia|insignis|(Sclater, PL, 1880)|Pink-legged Rail|AU|New Britain (se Bismarck Arch.)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Hypotaenidia|rovianae|(Diamond, 1991)|Roviana Rail|AU|New Georgia group (wc Solomon Is.)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Hypotaenidia|woodfordi|(Ogilvie-Grant, 1889)|Woodford's Rail|AU|Solomon Is.|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Hypotaenidia|poeciloptera †|(Hartlaub, 1866)|Bar-winged Rail|PO|Viti Levu and Ovalau (Lomaiviti group, w Fiji, sw Polynesia)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Hypotaenidia|sylvestris|(Sclater, PL, 1870)|Lord Howe Woodhen|AU|Lord Howe I. (far e of Australia)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Hypotaenidia|dieffenbachii †|(Gray, GR, 1843)|Dieffenbach's Rail|AU|Chatham Is.|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Hypotaenidia|pacifica †|(Gmelin, JF, 1789)|Tahiti Rail|PO|Tahiti and Mehetia (e Society Is., e Polynesia)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Hypotaenidia|wakensis †|Rothschild, 1903|Wake Island Rail|PO|Wake (ne Micronesia)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Porphyriops|melanops|(Vieillot, 1819)|Spot-flanked Gallinule|SA|e, s|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Porzana|carolina|(Linnaeus, 1758)|Sora|NA|widespread|s USA to n, nw SA
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Porzana|porzana|(Linnaeus, 1766)|Spotted Crake|PAL|w Europe to c Asia|AF, w OR
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Porzana|fluminea|Gould, 1843|Australian Crake|AU|Australia (except n, sc)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Tribonyx|ventralis|(Gould, 1837)|Black-tailed Nativehen|AU|Australia (except n, sc, Tasmania)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Tribonyx|mortierii|Du Bus de Gisignies, 1840|Tasmanian Nativehen|AU|Tasmania (se Australia)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Paragallinula|angulata|(Sundevall, 1850)|Lesser Moorhen|AF|widespread|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Gallinula|tenebrosa|Gould, 1846|Dusky Moorhen|AU|Wallacea, New Guinea, e Australia, Tasmania, New Britain (se Bismarck Arch.) and New Caledonia|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Gallinula|galeata|(Lichtenstein, MHC, 1818)|Common Gallinule|NA, SA, PO|widespread|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Gallinula|chloropus|(Linnaeus, 1758)|Common Moorhen|PAL, AF, IO, OR, PO|widespread|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Gallinula|nesiotis †|Sclater, PL, 1861|Tristan Moorhen|AO|Tristan da Cunha|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Gallinula|comeri|(Allen, JA, 1892)|Gough Moorhen|AO|Gough Is.|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Gallinula|silvestris|(Mayr, 1933)|Makira Woodhen|AU|Makira (se Solomon Is.; perhaps extinct)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Gallinula|pacifica †|(Hartlaub & Finsch, 1871)|Samoan Woodhen|PO|Savaii (w Samoa, c Polynesia)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Fulica|rufifrons|Philippi & Landbeck, 1861|Red-fronted Coot|SA|Southern Cone|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Fulica|cornuta|Bonaparte, 1853|Horned Coot|SA|n Chile to nw Argentina|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Fulica|gigantea|Eydoux & Souleyet, 1841|Giant Coot|SA|Peru to nw Argentina|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Fulica|armillata|Vieillot, 1817|Red-gartered Coot|SA|Southern Cone|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Fulica|atra|Linnaeus, 1758|Eurasian Coot|PAL, OR, AU|widespread|n Africa to se Asia, Philippines
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Fulica|cristata|Gmelin, JF, 1789|Red-knobbed Coot|PAL, AF|s Spain and Morocco, Ethiopia to Angola, Namibia and South Africa, Madagascar|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Fulica|newtonii ††|Milne-Edwards, 1867|Mascarene Coot|IO|Réunion and Mauritius (w, c Mascarenes)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Fulica|alai|Peale, 1849|Hawaiian Coot|PO|Hawaiian Is.|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Fulica|americana|Gmelin, JF, 1789|American Coot|NA, MA, SA|Alaska and Canada to Costa Rica, also n South America|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Fulica|ardesiaca|Tschudi, 1843|Andean Coot|SA|Colombia to nw Argentina|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Fulica|leucoptera|Vieillot, 1817|White-winged Coot|SA|sc, Southern Cone|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Porphyrio|alleni|Thomson, 1842|Allen's Gallinule|AF|widespread|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Porphyrio|martinica|(Linnaeus, 1766)|Purple Gallinule|NA, MA, SA|se USA to n Argentina|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Porphyrio|flavirostris|(Gmelin, JF, 1789)|Azure Gallinule|SA|n, Amazonia, sc|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Porphyrio|porphyrio|(Linnaeus, 1758)|Western Swamphen|PAL, AF|sw Europe and nw Africa|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Porphyrio|madagascariensis|(Latham, 1801)|African Swamphen|AF|Africa and Madagascar|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Porphyrio|poliocephalus|(Latham, 1801)|Grey-headed Swamphen|PAL, OR|Middle East and Indian subcontinent to s China, n Thailand, Andaman and Nicobar Is. and s Myanmar to c and s Indochina to the Malay Pen.|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Porphyrio|indicus|Horsfield, 1821|Black-backed Swamphen|OR, AU|Sumatra, Java, se Borneo, sw Sulawesi and s Philippines|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Porphyrio|pulverulentus|Temminck, 1826|Philippine Swamphen|OR|Philippines (except most West Visayas and Palawan group)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Porphyrio|melanotus|Temminck, 1820|Australasian Swamphen|AU, PO|widespread|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Porphyrio|albus †|(Shaw, 1790)|White Swamphen|AU|Lord Howe I. (Australia)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Porphyrio|mantelli ††|(Owen, 1848)|North Island Takahe|AU|North I. (New Zealand)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Porphyrio|hochstetteri|(Meyer, AB, 1883)|South Island Takahe|AU|montane sw South I.; reintroduced to satellites (New Zealand)|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Micropygia|schomburgkii|(Schomburgk, 1848)|Ocellated Crake|SA|n, sc, se|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Rufirallus|viridis|(Müller, PLS, 1776)|Russet-crowned Crake|SA|Amazonia|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Rufirallus|castaneiceps|(Sclater, PL & Salvin, 1869)|Chestnut-headed Crake|SA|s Colombia to nw Bolivia|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Coturnicops|exquisitus|(Swinhoe, 1873)|Swinhoe's Rail|PAL|e Siberia and ne China|
GRUIFORMES|Rallidae|Rails, Crakes & Coots|Coturnicops|noveboracensis|(Gmelin, JF, 1789)|Yellow Rail|NA|e, c|
