Order|Family (Scientific)|Family (English)|Genus|Species (Scientific)|Authority|Species (English)|Breeding Range|Breeding Range-Subregion(s)|Nonbreeding Range
PASSERIFORMES|Fringillidae|Finches, Euphonias|Pseudonestor|xanthophrys|Rothschild, 1893|Maui Parrotbill|PO|Hawaiian Is.|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Magumma|parva|(Stejneger, 1887)|Anianiau|PO|Hawaiian Is.|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Loxops|mana|(Wilson, SB, 1891)|Hawaii Creeper|PO|Hawaiian Is.|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Loxops|caeruleirostris|(Wilson, SB, 1890)|Akekee|PO|Hawaiian Is.|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Loxops|coccineus|(Gmelin, JF, 1789)|Hawaii Akepa|PO|Hawaii (Hawaiian Is.)|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Loxops|wolstenholmei †|Rothschild, 1893|Oahu Akepa|PO|Oahu (Hawaiian Is.)|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Loxops|ochraceus|Rothschild, 1893|Maui Akepa|PO|Maui (Hawaiian Is.)|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Chlorodrepanis|virens|(Gmelin, JF, 1788)|Hawaii Amakihi|PO|Hawaiian Is.|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Chlorodrepanis|flava|(Bloxam, A, 1827)|Oahu Amakihi|PO|Hawaiian Is.|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Chlorodrepanis|stejnegeri|(Wilson, SB, 1890)|Kauai Amakihi|PO|Hawaiian Is.|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Haemorhous|purpureus|(Gmelin, JF, 1789)|Purple Finch|NA|n, w, also nw Mexico|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Haemorhous|cassinii|(Baird, SF, 1854)|Cassin's Finch|NA|w, also n Mexico|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Haemorhous|mexicanus|(Müller, PLS, 1776)|House Finch|NA, MA|Canada, USA and Mexico|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Chloris|chloris|(Linnaeus, 1758)|European Greenfinch|PAL|subarctic to subtropical w, c Palearctic in woods, gardens, oases; British Is. and n Scandinavia e to nw Kazakhstan, n Xinjiang (nw China) and Krasnoyarsk (sc Russia); in s to Iberian Pen., Madeira and Canary Is. (Macaronesia, w of n Africa), Morocco to Tunisia (nw, nc Africa) and ne Egypt, Mediterranean to Turkey, Cyprus, Levant. n Iraq and n Iran through Altai region to se Kazakhstan|some withdrawal from north
PASSERIFORMES|Fringillidae|Finches, Euphonias|Chloris|sinica|(Linnaeus, 1766)|Grey-capped Greenfinch|PAL, OR|n temperate to subtropical e Palearctic in woods, bushes, gardens; Ussuriland, Kamchatka, Kuril Is. and Sakhalin (se Russia), Hokkaido to Tsushima (n to s Japan), Qinghai and Gansu s to n Yunnan and through e China, Korean Pen. to coastal c Vietnam|some withdrawal from north
PASSERIFORMES|Fringillidae|Finches, Euphonias|Chloris|kittlitzi|(Seebohm, 1890)|Bonin Greenfinch|PAL|insular subtropical e Palearctic in stunted forest; Hahajima and Minamiiwoto (Bonin = Ogasawara Is., se Japan)|to open habitats
PASSERIFORMES|Fringillidae|Finches, Euphonias|Chloris|spinoides|(Vigors, 1831)|Yellow-breasted Greenfinch|OR|Pakistan to Myanmar|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Chloris|monguilloti|(Delacour, 1926)|Vietnamese Greenfinch|OR|Vietnam|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Chloris|ambigua|(Oustalet, 1896)|Black-headed Greenfinch|OR|Himalayas to n Thailand|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Rhodospiza|obsoleta|(Lichtenstein, MHC, 1823)|Desert Finch|PAL|temperate to subtropical sc, c Palearctic in dry scrub, orchards, gardens; se Turkey e through s Kazakhstan, w, n Xinjiang (nw China), far sw Mongolia to c Inner Mongolia (nc China); in s to Sinai Pen., c Saudi Arabia, se Iran, n Afghanistan and nc Pakistan|short-range southward movements
PASSERIFORMES|Fringillidae|Finches, Euphonias|Rhynchostruthus|socotranus|Sclater, PL & Hartlaub, 1881|Socotra Golden-winged Grosbeak|AF|insular ne Africa in rocky hill scrub; Socotra|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Rhynchostruthus|percivali|Ogilvie-Grant, 1900|Arabian Golden-winged Grosbeak|PAL|sc Palearctic in euphorbias and acacias; sw Saudia Arabia, w, e Yemen and far w Oman (sw, sc Arabian Pen.)|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Rhynchostruthus|louisae|Lort Phillips, 1897|Somali Golden-winged Grosbeak|AF|ne Africa in coastal thornscrub; n Somalia|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Linurgus|olivaceus|(Fraser, 1843)|Oriole Finch|AF|wc, c, e|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|rufobrunnea|(Gray, GR, 1862)|Principe Seedeater|AF|Príncipe and São Tomé (c Gulf of Guinea Is.)|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|concolor|(Barboza du Bocage, 1888)|Sao Tome Grosbeak|AF|s São Tomé|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|citrinelloides|(Rüppell, 1840)|African Citril|AF|s Sudan; w, c Ethiopia and w Kenya|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|frontalis|(Reichenow, 1904)|Western Citril|AF|e DR Congo to Uganda, w Tanzania and ne Zambia.|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|hyposticta|(Reichenow, 1904)|Southern Citril|AF|e, se|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|capistrata|Finsch, 1870|Black-faced Canary|AF|c|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|koliensis|(Grant, CHB & Mackworth-Praed, 1952)|Papyrus Canary|AF|c Uganda to e DR Congo, Burundi, nw Tanzania and w Kenya|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|scotops|Sundevall, 1850|Forest Canary|AF|South Africa|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|leucopygia|Sundevall, 1850|White-rumped Seedeater|AF|w, c, e|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|atrogularis|(Smith, A, 1836)|Black-throated Canary|AF|e, s|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|xanthopygia|(Rüppell, 1840)|Yellow-rumped Seedeater|AF|ne Africa in montane grass, woods; Eritrea and nw Ethiopia|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|reichenowi|(Salvadori, 1888)|Reichenow's Seedeater|AF|Djibouti, Ethiopia and Somalia to s Tanzania|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|rothschildi|(Ogilvie-Grant, 1902)|Arabian Serin|PAL|sc Palearctic in montane rocky scrub; wc, sw Saudi Arabia and sw Yemen (w, sw Arabian Pen.)|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|flavigula|(Salvadori, 1888)|Yellow-throated Seedeater|AF|ne Africa in steep montane scrub; wc Ethiopia|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|xantholaema|(Salvadori, 1896)|Salvadori's Seedeater|AF|ne Africa in montane acacia and gorges; c, sc Ethiopia|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|citrinipectus|(Clancey & Lawson, 1960)|Lemon-breasted Canary|AF|s Malawi to e South Africa|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|mozambica|(Müller, PLS, 1776)|Yellow-fronted Canary|AF|w, c, e, s|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|dorsostriata|Reichenow, 1887|White-bellied Canary|AF|e|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|ankoberensis|(Ash, 1979)|Ankober Serin|AF|ne Africa in montane rocks, cliffs; w Ethiopia|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|menachensis|(Ogilvie-Grant, 1913)|Yemen Serin|PAL|sc Palearctic in montane open areas including settlements; sw Saudi Arabia, sw Yemen, sw Oman (sw Arabian Pen.)|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|totta|(Sparrman, 1786)|Cape Siskin|AF|South Africa|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|symonsi|(Roberts, 1916)|Drakensberg Siskin|AF|South Africa|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|donaldsoni|(Sharpe, 1895)|Northern Grosbeak-Canary|AF|ec Ethiopia and Somalia to c Kenya|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|buchanani|(Hartert, EJO, 1919)|Southern Grosbeak-Canary|AF|s Kenya and n Tanzania|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|flaviventris|(Gmelin, JF, 1789)|Yellow Canary|AF|s|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|sulphurata|(Linnaeus, 1766)|Brimstone Canary|AF|e, se, s|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|striatipectus|(Sharpe, 1891)|Stripe-breasted Seedeater|AF|s Sudan, s Ethiopia and n Kenya|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|reichardi|(Reichenow, 1882)|Reichard's Seedeater|AF|s DR Congo to c Tanzania and n Mozambique|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|gularis|(Smith, A, 1836)|Streaky-headed Seedeater|AF|sc, s|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|canicapilla|(Du Bus de Gisignies, 1855)|West African Seedeater|AF|wc, c|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|mennelli|(Chubb, EC, 1908)|Black-eared Seedeater|AF|Tanzania to e Angola, ne Botswana, Zimbabwe and s Mozambique|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|tristriata|(Rüppell, 1840)|Brown-rumped Seedeater|AF|ne Africa in montane forest, gardens; Eritrea, Ethiopia and n Somalia|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|albogularis|Smith, A, 1833|White-throated Canary|AF|sw, s|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|burtoni|(Gray, GR, 1862)|Thick-billed Seedeater|AF|c, ec|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|striolata|(Rüppell, 1840)|Streaky Seedeater|AF|e|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|whytii|(Shelley, 1897)|Yellow-browed Seedeater|AF|s Tanzania and n Malawi|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|melanochroa|(Reichenow, 1900)|Kipengere Seedeater|AF|Tanzania|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Crithagra|leucoptera|Sharpe, 1871|Protea Canary|AF|South Africa|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Linaria|flavirostris|(Linnaeus, 1758)|Twite|PAL|low Arctic to temperate nw and montane c Palearctic in open areas; n, c British Is., w, n Scandinavia; disjunctly Caucasus and sc, ne Turkey e through sc Russia, n Kazakhstan, n, w Xinjiang (nw China) and Mongolia, in s nw Iran, c Afghanistan through Altai region, nw Himalayas e to Nepal and Tibet to Qinghai and Gansu (nc China)|to lower elevations and southward
PASSERIFORMES|Fringillidae|Finches, Euphonias|Linaria|cannabina|(Linnaeus, 1758)|Common Linnet|PAL|temperate to subtropical w, c Palearctic in open lowland woodland, fields (alpine meadows in s); British Is., s Scandinavia e to Altay region (sc Russia), n Xinjiang (nw China) and far w Mongolia, in s to Madeira and Canary Is. (Macaronesia, w of n Africa), Morocco to n Libya, throughout Mediterranean to Turkey, Cyprus, Israel, w Jordan and w Syria, through Caucasus, n, s Iran, n Afghanistan through e Kazakhstan|short-distance movements
PASSERIFORMES|Fringillidae|Finches, Euphonias|Linaria|yemenensis|(Ogilvie-Grant, 1913)|Yemen Linnet|PAL|montane sc Palearctic in open woods, cultivation; sw Saudi Arabia and w Yemen (sw Arabian Pen.)|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Linaria|johannis|(Clarke, S, 1919)|Warsangli Linnet|AF|montane ne Africa in juniper and euphorbia; ne Somalia|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Acanthis|flammea|(Linnaeus, 1758)|Common Redpoll|PAL, NA|low (locally high) Arctic to n temperate Holarctic tundra and taiga; sw, se Greenland, Iceland, n Scandinaria e through n Russia to Chukotskiy Pen., Kamchatka and Sakhalin (e Russia)|irruptively southward
PASSERIFORMES|Fringillidae|Finches, Euphonias|Acanthis|cabaret|(Müller, PLS, 1776)|Lesser Redpoll|PAL|temperate w, wc Palearctic lowland (montane in s) birch and larch woods; British Is., sw Scandinavia e to n Germany and s Poland; s to se France, Austria and Czech Republic|irruptively southward or lower
PASSERIFORMES|Fringillidae|Finches, Euphonias|Acanthis|hornemanni|(Holbøll, 1843)|Arctic Redpoll|PAL, NA|low (locally high) Arctic tundra birch and willow of Holarctic; nw, e Greenland, far n Scandinavia, far n Russia including s Novaya Zemlya (nw Russia) to e Chukotskiy Pen.; nw, n Alaska and n Canada to Ellesmere and Baffin is. (far ne Canada)|irruptively southward
PASSERIFORMES|Fringillidae|Finches, Euphonias|Loxia|pytyopsittacus|Borkhausen, 1793|Parrot Crossbill|PAL|subarctic to n temperate nw Palearctic in conifers; Scotland (n British Is.), Scandinavia to and Baltic countries n Europe to Petchora River region (w Siberia), in s Lithuania to sw Siberia|irruptively southward
PASSERIFORMES|Fringillidae|Finches, Euphonias|Loxia|scotica|Hartert, EJO, 1904|Scottish Crossbill|PAL|insular w Palearctic in lowland Scots pine; n, ne Scotland (n British Is.)|locally to other conifer types
PASSERIFORMES|Fringillidae|Finches, Euphonias|Loxia|curvirostra|Linnaeus, 1758|Red Crossbill|PAL, OR, NA, MA|subarctic to subtropical Holarctic conifer forest; British Is., Scandinavia (except far n) e across Russia to Sea of Okhotsk, Sakhalin and s Kuril Is. (se Russia), Hokkaido to c Honshu (n, c Japan), n Korean Pen., in s through Iberian Pen., Morocco to Tunisia (nw, nc Africa), e through Mediterranean, Turkey, Caucasus, Altai of e Kyrgyzstan, e Kazakhstan, nw Xinjiang (nw China), s, c Mongolia to Heilongjiang and Hebei (ne China); disjunctly wc to e Himalayas, se Tibet, Qinghai and Gansu to nw Yunnan; s Vietnam; Luzon (n Philippines); se Alaska e to Newfoundland (ne Canada), s to n Baja California (nw Mexico), Rocky and Appalachian mts., s through Nicaragua|irruptively southward
PASSERIFORMES|Fringillidae|Finches, Euphonias|Loxia|sinesciuris|Benkman, 2009|Cassia Crossbill|NA|South Hills and Albion Mts. (Idaho in nw USA)|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Loxia|leucoptera|Gmelin, JF, 1789|Two-barred Crossbill|PAL, NA|subarctic to n temperate Holarctic conifer forest; e Scandinavia through Russia to Sea of Okhotsk, s through sc Russia, ne Mongolia and probably Heilongjiang (far ne China); Alaska and Canada (except n), Rocky Mts. and n tier of contiguous US states|irruptively southward
PASSERIFORMES|Fringillidae|Finches, Euphonias|Loxia|megaplaga|Riley, 1916|Hispaniolan Crossbill|NA|Hispaniola|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Chrysocorythus|estherae|(Finsch, 1902)|Indonesian Serin|OR, AU|montane Sumatra, Java, and Sulawesi|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Chrysocorythus|mindanensis|(Ripley & Rabor, 1961)|Mindanao Serin|OR|montane Mindanao (s Philippines)|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Carduelis|carduelis|(Linnaeus, 1758)|European Goldfinch|PAL|temperate to subtropical w, c Palearctic in woods, scrub and gardens; British Is., s Scandinavia e through n Xinjiang (nw China) and w Mongolia to Baikal region (sc Russia); in s to Iberian Pen., Madeira and Canary Is. (Macaronesia, w of n Africa), Morocco to n Egypt (n Africa), Mediterranean, Turkey, Israel, sc Iran. Afghanistan through nw Himalayas to e Nepal|short-distance and altitudinal movements
PASSERIFORMES|Fringillidae|Finches, Euphonias|Carduelis|citrinella|(Pallas, 1764)|Citril Finch|PAL|temperate to subtropical sw Palearctic montane forest edge and alpine meadows; Spain, s, e France, Switzerland, n Italy, s Germany, Austria and nw Slovenia|to lower elevations
PASSERIFORMES|Fringillidae|Finches, Euphonias|Carduelis|corsicana|(Koenig, AF, 1899)|Corsican Finch|PAL|insular temperate sw Palearctic in open forest to scrub; Corsica, Gorgona, Capraia and Elba (ne of Corsica) and Sardinia|to lower elevations
PASSERIFORMES|Fringillidae|Finches, Euphonias|Serinus|pusillus|(Pallas, 1811)|Red-fronted Serin|PAL|sc temperate Palearctic in montane forest edge and alpine scrub; Turkey and Caucasus through n Iran and s Turkmenistan, Afghanistan, Tajikistan, Kyrgyzstan and se Kazakhstan to nw Xinjiang (nw China) and sw Mongolia; in s to sc Iran, n Baluchistan (nc Pakistan) and w Himalayas to sw Tibet and wc Nepal|altitudinal and short-distance movements to scrub and settlements, in s to Israel
PASSERIFORMES|Fringillidae|Finches, Euphonias|Serinus|serinus|(Linnaeus, 1766)|European Serin|PAL, AF|temperate to subtropical w Palearctic in woods, gardens, scrub; n France to far s Scandinavia and to n Estonia and far w Russia; s to Iberian Pen., Tenerife and Gran Canaria (c Canary Is., Macaronesia, w of n Africa) and Morocco to w Libya (nw, nc Africa) through Mediterranean to Turkey and Cyprus|short- to mid-distance migration
PASSERIFORMES|Fringillidae|Finches, Euphonias|Serinus|syriacus|Bonaparte, 1850|Syrian Serin|PAL, AF|subtropical sw Palearctic montane open woodland, orchards; Lebanon, far n Israel, far s Syria and sw Jordan|to xeric scrub in lowland s Israel, Sinai Pen. (ne Egypt) and nw Saudi Arabia
PASSERIFORMES|Fringillidae|Finches, Euphonias|Serinus|canaria|(Linnaeus, 1758)|Atlantic Canary|AF|insular sw Palearctic in all habitats; Azores, Madeira and w, c Canary Is. (nw to c Macaronesia, nw of n Africa)|short-distance to inter-island dispersal
PASSERIFORMES|Fringillidae|Finches, Euphonias|Serinus|canicollis|(Swainson, 1838)|Cape Canary|AF|s|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Serinus|flavivertex|(Blanford, 1869)|Yellow-crowned Canary|AF|ne, e Africa, c Angola|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Serinus|nigriceps|Rüppell, 1840|Ethiopian Siskin|AF|montane w Ethiopia|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Serinus|alario|(Linnaeus, 1758)|Black-headed Canary|AF|South Africa|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Spinus|thibetanus|(Hume, 1872)|Tibetan Serin|OR|s temperate sc Palearctic montane forest; se Tibet, Sichuan, n Myanmar and nw Yunnan (wc China)|to lower elevations, w to c Nepal
PASSERIFORMES|Fringillidae|Finches, Euphonias|Spinus|lawrencei|(Cassin, 1850)|Lawrence's Goldfinch|NA, MA|sw USA and nw Mexico|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Spinus|tristis|(Linnaeus, 1758)|American Goldfinch|NA, MA|Canada to Mexico|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Spinus|psaltria|(Say, 1822)|Lesser Goldfinch|NA, MA, SA|w USA to Peru|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Spinus|spinus|(Linnaeus, 1758)|Eurasian Siskin|PAL|Subarctic to montane low temperate Palearctic forest and woods; British Is., n Scandinavia through Russia, nc Kazakhstan and nc Mongolia to Sea of Okhotsk, Sakhalin and Kuril Is. (e Russia), Hokkaido, n Honshu (n Japan), n Inner Mongolia and Heilongjiang (ne China) s to montane c Iberian Pen., Corsica, Italy, Greece, Balkans, n Turkey, Caucasus and n Iran|irruptive in temperate to subtropical Palearctic forest, groves, parks: to Canary Is. (Macaronesia, w of n Africa), n Africa, Israel, Iraq, n, e Arabian Pen., all Japan, Korean Pen., Taiwan and sc, se China
PASSERIFORMES|Fringillidae|Finches, Euphonias|Spinus|dominicensis|(Bryant, H, 1867)|Antillean Siskin|NA|Hispaniola|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Spinus|pinus|(Wilson, A, 1810)|Pine Siskin|NA, MA|Canada to Guatemala|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Spinus|atriceps|(Salvin, 1863)|Black-capped Siskin|MA|s Mexico and Guatemala|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Spinus|notatus|(Du Bus de Gisignies, 1847)|Black-headed Siskin|MA|Mexico to Nicaragua|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Spinus|barbatus|(Molina, 1782)|Black-chinned Siskin|SA|s Chile, s Argentina and Falkland Is.|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Spinus|xanthogastrus|(Du Bus de Gisignies, 1855)|Yellow-bellied Siskin|MA, SA|Costa Rica to Bolivia|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Spinus|olivaceus|Berlepsch & Stolzmann, 1894|Olivaceous Siskin|SA|far sw Colombia and e Ecuador to n Bolivia|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Spinus|magellanicus|(Vieillot, 1805)|Hooded Siskin|SA|widespread|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Spinus|siemiradzkii|(Berlepsch & Taczanowski, 1884)|Saffron Siskin|SA|sw Ecuador and nw Peru|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Spinus|yarrellii|(Audubon, 1839)|Yellow-faced Siskin|SA|n Venezuela and ne Brazil|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Spinus|cucullatus|(Swainson, 1820)|Red Siskin|SA|ne Colombia, n, w Venezuela, s Guyana|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Spinus|atratus|(d'Orbigny & Lafresnaye, 1837)|Black Siskin|SA|s Peru to n Chile and w Argentina|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Spinus|uropygialis|(Sclater, PL, 1862)|Yellow-rumped Siskin|SA|s Peru to Chile and w Argentina|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Spinus|crassirostris|(Landbeck, 1877)|Thick-billed Siskin|SA|s|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Spinus|spinescens|(Bonaparte, 1850)|Andean Siskin|SA|Colombia and Venezuela|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Chlorophonia|elegantissima|(Bonaparte, 1838)|Elegant Euphonia|MA|Mexico to w Panama|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Chlorophonia|musica|(Gmelin, JF, 1789)|Hispaniolan Euphonia|NA|Hispaniola|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Chlorophonia|sclateri|(Sclater, PL, 1854)|Puerto Rican Euphonia|NA|Puerto Rico|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Chlorophonia|flavifrons|(Sparrman, 1789)|Lesser Antillean Euphonia|NA|Lesser Antilles|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Chlorophonia|cyanocephala|(Vieillot, 1819)|Golden-rumped Euphonia|SA|n Colombia to (formerly) Trinidad and the Guianas; in Andes to Bolivia and nw Argentina; se Brazil, e Paraguay and ne Argentina|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Chlorophonia|cyanea|(Thunberg, 1822)|Blue-naped Chlorophonia|SA|ne Venezuela through Andes to c Peru; tepuis of s Venezuela, far w Guyana and far n Brazil; se Brazil, e Paraguay and ne Argentina|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Chlorophonia|pyrrhophrys|(Sclater, PL, 1851)|Chestnut-breasted Chlorophonia|SA|Andes from c Venezuela to c Peru|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Chlorophonia|flavirostris|Sclater, PL, 1861|Yellow-collared Chlorophonia|SA|far s Panama, w Colombia and nw Ecuador|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Chlorophonia|occipitalis|(Du Bus de Gisignies, 1847)|Blue-crowned Chlorophonia|MA|Mexico to Nicaragua|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Chlorophonia|callophrys|(Cabanis, 1861)|Golden-browed Chlorophonia|MA|Costa Rica and Panama|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Euphonia|jamaica|(Linnaeus, 1766)|Jamaican Euphonia|NA|Jamaica|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Euphonia|saturata|(Cabanis, 1861)|Orange-crowned Euphonia|SA|wc Colombia to far nw Peru|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Euphonia|plumbea|Du Bus de Gisignies, 1855|Plumbeous Euphonia|SA|n|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Euphonia|chlorotica|(Linnaeus, 1766)|Purple-throated Euphonia|SA|Guianan Shield, dry valleys of c Andes, Amazonia to se Brazil and nc Argentina|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Euphonia|finschi|Sclater, PL & Salvin, 1877|Finsch's Euphonia|SA|Venezuela and Guianas|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Euphonia|concinna|Sclater, PL, 1855|Velvet-fronted Euphonia|SA|Colombia|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Euphonia|trinitatis|Strickland, 1851|Trinidad Euphonia|SA|e Colombia and c Venezuela through the Guianas and to n Brazil|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Euphonia|godmani|Brewster, 1889|West Mexican Euphonia|MA|w Mexico|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Euphonia|affinis|(Lesson, RP, 1842)|Scrub Euphonia|MA|e Mexico to Costa Rica|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Euphonia|luteicapilla|(Cabanis, 1861)|Yellow-crowned Euphonia|MA|Nicaragua to Panama|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Euphonia|chrysopasta|Sclater, PL & Salvin, 1869|White-lored Euphonia|SA|Guiana Shield and Amazonia|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Euphonia|minuta|Cabanis, 1849|White-vented Euphonia|MA, SA|se Mexico to Ecuador, Guianas to c Bolivia|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Euphonia|chalybea|(Mikan, 1825)|Green-chinned Euphonia|SA|e Paraguay ne Argentina and se Brazil|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Euphonia|violacea|(Linnaeus, 1758)|Violaceous Euphonia|SA|n, sc|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Euphonia|hirundinacea|Bonaparte, 1838|Yellow-throated Euphonia|MA|e Mexico to Panama|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Euphonia|laniirostris|d'Orbigny & Lafresnaye, 1837|Thick-billed Euphonia|MA, SA|sw Costa Rica to w Amazonia|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Euphonia|imitans|(Hellmayr, 1936)|Spot-crowned Euphonia|MA|Costa Rica and Panama|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Euphonia|gouldi|Sclater, PL, 1857|Olive-backed Euphonia|MA|se Mexico to Panama|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Euphonia|fulvicrissa|Sclater, PL, 1857|Fulvous-vented Euphonia|MA, SA|c Panama to nw Ecuador|
PASSERIFORMES|Fringillidae|Finches, Euphonias|Euphonia|anneae|Cassin, 1865|Tawny-capped Euphonia|MA, SA|Costa Rica to Colombia|
